candidate,reference,bertscore_P,bertscore_R,bertscore_F1,moverscore,sms
"Roberto Tonelli, p-roberto-tonelli@unica.it, si trova che p-roberto-tonelli@unica.it è il professore di Ingegneria del Software e le lezioni si tengono mercoledì dalle 14:00 alle 16:00. [2]","L'insegnante di Ingegneria del Software è Maria Ilaria Lunesu, le lezioni iniziano dalle 14:00 alle 16:00 di Mercoledì in Lab M al Palazzo delle scienze",0.6928668022155762,0.7942489385604858,0.7401020526885986,,0.7001928687095642
"Roberto Tonelli, p-roberto-tonelli@unica.it, si trova che p-roberto-tonelli@unica.it è il professore di Ingegneria del Software e le lezioni si tengono mercoledì dalle 14:00 alle 16:00. [2]","L'insegnante di Ingegneria del Software è Maria Ilaria Lunesu, le lezioni iniziano dalle 14:00 alle 16:00 di Mercoledì in Lab M al Palazzo delle scienze",0.6928668022155762,0.7942489385604858,0.7401020526885986,,0.7001928687095642
"Roberto Tonelli, p-roberto-tonelli@unica.it, si trova che p-roberto-tonelli@unica.it è il professore di Ingegneria del Software e le lezioni si tengono mercoledì dalle 14:00 alle 16:00. [2]","L'insegnante di Ingegneria del Software è Maria Ilaria Lunesu, le lezioni iniziano dalle 14:00 alle 16:00 di Mercoledì in Lab M al Palazzo delle scienze",0.6928668022155762,0.7942489385604858,0.7401020526885986,,0.7001928687095642
"Roberto Tonelli, p-roberto-tonelli@unica.it, si trova che p-roberto-tonelli@unica.it è il professore di Ingegneria del Software e le lezioni si tengono mercoledì dalle 14:00 alle 16:00. [2]","L'insegnante di Ingegneria del Software è Maria Ilaria Lunesu, le lezioni iniziano dalle 14:00 alle 16:00 di Mercoledì in Lab M al Palazzo delle scienze",0.6928668022155762,0.7942489385604858,0.7401020526885986,,0.7001928687095642
"Roberto Tonelli, p-roberto-tonelli@unica.it, si trova che p-roberto-tonelli@unica.it è il professore di Ingegneria del Software e le lezioni si tengono mercoledì dalle 14:00 alle 16:00. [2]","L'insegnante di Ingegneria del Software è Maria Ilaria Lunesu, le lezioni iniziano dalle 14:00 alle 16:00 di Mercoledì in Lab M al Palazzo delle scienze",0.6928668022155762,0.7942489385604858,0.7401020526885986,,0.7001928687095642
"Roberto Tonelli, p-roberto-tonelli@unica.it, si trova che p-roberto-tonelli@unica.it è il professore di Ingegneria del Software e le lezioni si tengono mercoledì dalle 14:00 alle 16:00. [2]","L'insegnante di Ingegneria del Software è Maria Ilaria Lunesu, le lezioni iniziano dalle 14:00 alle 16:00 di Mercoledì in Lab M al Palazzo delle scienze",0.6928668022155762,0.7942489385604858,0.7401020526885986,,0.7001928687095642
"Roberto Tonelli, p-roberto-tonelli@unica.it, si trova che p-roberto-tonelli@unica.it è il professore di Ingegneria del Software e le lezioni si tengono mercoledì dalle 14:00 alle 16:00. [2]","L'insegnante di Ingegneria del Software è Maria Ilaria Lunesu, le lezioni iniziano dalle 14:00 alle 16:00 di Mercoledì in Lab M al Palazzo delle scienze",0.6928668022155762,0.7942489385604858,0.7401020526885986,,0.7001928687095642
"Roberto Tonelli, p-roberto-tonelli@unica.it, si trova che p-roberto-tonelli@unica.it è il professore di Ingegneria del Software e le lezioni si tengono mercoledì dalle 14:00 alle 16:00. [2]","L'insegnante di Ingegneria del Software è Maria Ilaria Lunesu, le lezioni iniziano dalle 14:00 alle 16:00 di Mercoledì in Lab M al Palazzo delle scienze",0.6928668022155762,0.7942489385604858,0.7401020526885986,,0.7001928687095642
"Roberto Tonelli, p-roberto-tonelli@unica.it, si trova che p-roberto-tonelli@unica.it è il professore di Ingegneria del Software e le lezioni si tengono mercoledì dalle 14:00 alle 16:00. [2]","L'insegnante di Ingegneria del Software è Maria Ilaria Lunesu, le lezioni iniziano dalle 14:00 alle 16:00 di Mercoledì in Lab M al Palazzo delle scienze",0.6928668022155762,0.7942489385604858,0.7401020526885986,,0.7001928687095642
"Roberto Tonelli, p-roberto-tonelli@unica.it, si trova che p-roberto-tonelli@unica.it è il professore di Ingegneria del Software e le lezioni si tengono mercoledì dalle 14:00 alle 16:00. [2]","L'insegnante di Ingegneria del Software è Maria Ilaria Lunesu, le lezioni iniziano dalle 14:00 alle 16:00 di Mercoledì in Lab M al Palazzo delle scienze",0.6928668022155762,0.7942489385604858,0.7401020526885986,,0.7001928687095642
